rna_cond1_S1	rna_cond1_S2	rna_cond1_S3	rna_cond1_S4	rna_cond2_S1	rna_cond2_S2	rna_cond2_S3	rna_cond2_S4
1004	4246	11302	13517	6025	11289	18795	78700
378	72	398	685	736	552	229	257
307	263	286	95	94	75	124	196
33	27	67	11	14	3	5	3
734	450	361	726	472	184	739	189
13	4	12	10	11	9	13	13
1283	7364	57458	68878	22920	44308	58220	183936
127	107	285	104	129	126	72	346
859	272	286	294	296	474	396	418
228	280	198	289	479	107	233	146
753	536	759	901	1059	877	647	475
980	614	2024	896	763	1622	619	1544
22	13	11	0	25	9	20	12
45	46	41	504	154	615	554	463
21	4	9	8	11	9	3	1
2582	5039	13596	36363	694	1685	2656	6866
62	88	99	166	168	97	41	51
153	134	42	94	130	225	97	209
601	390	589	736	266	218	115	190
14	9	6	6	1	10	1	6
647	409	630	446	415	739	1633	884
758	723	203	1415	547	856	1018	1357
242	128	209	195	278	212	497	267
173	310	114	441	271	237	285	448
1848	1914	3121	924	856	1372	1418	1346
961	1432	1752	823	284	1275	1422	710
26	3	8	15	16	5	11	30
16752	5902	4342	7985	15940	9401	3336	5040
333	480	483	560	695	586	620	442
40	143	149	310	189	136	343	133
663	236	157	275	258	122	199	201
26455	22872	27344	24558	36148	13416	43796	22268
13	3	13	19	8	7	10	20
1311	685	1126	688	521	1519	972	494
1101	3729	4842	27012	379	821	631	6588
2399	2563	1319	1946	279	183	326	134
17648	118825	115295	263534	5083	11118	81311	106499
275	676	666	223	569	531	1064	974
566	342	615	533	553	472	710	452
443	1312	1356	484	1022	3011	2506	4986
660	1183	3624	17403	116	333	678	2251
1511	4117	2147	4569	4152	1459	4170	3991
965	690	908	805	639	1822	902	579
840	752	384	198	302	200	418	251
44	22	23	26	169	50	72	46
571	914	553	807	176	723	1143	470
521	500	296	386	468	270	396	605
232	103	22	71	41	16	72	111
1858	6197	11066	46685	24540	27838	113099	201569
180	434	76	131	370	268	209	246
5	20	25	36	48	12	19	22
1148	1563	1113	929	1244	465	708	1618
16	15	17	34	44	46	87	54
32	29	61	29	29	16	35	45
43	42	40	36	26	43	31	47
2234	2024	1053	951	1284	1772	435	778
3052	4381	4293	1479	1670	1058	4597	2404
494	1022	10406	11732	3289	17537	10548	78460
3246	8004	2346	2243	1584	3287	5563	1083
127	222	663	1287	412	504	2694	4022
41	152	149	409	16	38	43	58
111	133	33	65	73	63	61	26
318	385	670	311	144	331	151	222
4133	2765	1540	978	3347	3498	3637	4124
204	128	139	46	111	148	219	158
3359	1125	938	1156	909	1908	2981	4419
6310	4996	9727	8920	4262	2436	2536	3110
14	21	10	7	7	12	10	8
699	606	348	661	311	371	559	275
258	207	125	67	164	35	131	99
351	357	670	885	1039	1208	1372	953
75	55	97	88	28	66	51	97
75	85	40	99	33	4	29	14
3582	2029	13688	58278	7766	53325	136646	385971
4	34	10	32	8	8	26	39
72	61	130	26	251	211	56	84
855	624	282	406	218	215	538	278
98	142	71	17	34	48	201	130
114	108	44	85	5	41	15	18
3518	5896	15257	43792	17771	31476	48781	189460
3442	4018	4800	2715	262	628	580	1646
48	27	17	22	82	77	77	62
778	584	1524	690	379	2354	2333	1744
506	754	337	401	876	797	593	1256
53	65	59	44	49	39	41	52
172	346	276	281	171	237	308	112
727	1170	819	1081	584	506	364	247
1105	820	482	524	1061	628	392	435
15	21	258	552	27	38	287	819
164	146	139	201	54	125	171	71
661	903	1453	345	925	1027	842	1291
1436	9579	32187	69733	13231	31333	73096	198147
437	482	628	778	1120	413	376	274
730	1687	771	1192	1364	674	1084	590
145	172	138	112	244	130	232	160
643	395	342	490	1010	1184	225	379
158	337	76	122	462	101	363	71
212	297	201	319	140	432	433	270
5	13	2	5	21	2	5	11
61	69	80	81	161	46	81	58
52	474	1099	1005	13	29	7	246
9	6	6	7	41	8	13	32
112	174	220	168	373	212	121	296
339	161	357	491	570	880	1113	976
171	181	152	124	70	142	187	160
27	15	8	23	12	16	14	7
37533	49147	37021	51925	34984	31524	31719	10985
136	204	160	110	42	168	74	73
2096	5215	10690	37183	5443	38314	78889	78103
77	437	132	462	188	345	136	246
739	306	534	240	138	471	326	550
946	338	315	652	888	729	1178	489
1075	1104	747	457	831	1196	559	662
4184	8291	15350	24309	7392	6281	12592	3349
206	93	76	152	72	82	159	129
13	8	31	20	6	4	7	2
214	186	192	103	186	53	162	429
33	42	87	64	78	70	40	97
56	192	235	255	293	217	122	182
215	213	163	209	215	211	107	760
8	6	9	4	1	3	2	4
83	247	63	71	241	285	171	110
314	1001	695	748	1502	1198	992	894
366	1936	5381	8891	86	203	709	1596
363	198	546	185	860	1078	464	305
203	1536	4477	7777	40	178	731	1290
110	112	116	89	131	108	44	83
934	951	907	886	3185	2367	1717	1378
19	21	23	8	37	69	53	45
554	673	1123	251	940	317	1305	929
116	116	134	129	289	92	119	112
421	692	330	264	480	1373	390	192
3784	17582	95302	136846	2472	14339	21300	83104
245	104	219	129	154	135	225	40
535	304	550	145	360	588	250	1039
19	14	31	38	7	30	12	11
197	129	411	385	291	81	313	208
3491	1323	2134	4834	2651	2244	3509	4402
81	62	32	47	179	117	66	87
264	168	90	132	170	204	165	204
136	172	151	60	318	100	79	53
898	1342	802	939	1258	780	1097	1047
292	271	131	212	377	367	160	653
72	48	64	35	76	98	24	87
4356	5565	7535	4257	2697	3313	8838	5248
13	10	12	6	18	12	13	23
17	37	3	13	10	36	39	46
4613	14897	31851	153787	11528	66721	148334	347425
277	276	216	250	281	458	449	492
681	1255	1665	1073	3895	1489	841	1251
551	1717	825	2124	1104	358	813	1471
55	53	53	32	16	19	14	12
439	98	116	230	254	161	78	109
239	607	191	584	1159	976	1279	303
71	69	91	85	68	84	96	63
350	621	425	615	555	965	483	276
401	160	151	369	188	275	306	110
488	529	553	418	501	373	388	433
10	38	17	17	16	20	46	21
180	45	136	342	43	58	105	97
53	14	38	36	23	23	31	23
12	14	26	16	4	10	10	15
1902	1889	3219	1587	705	1940	2008	1481
846	917	1136	448	747	388	184	452
140	100	127	223	133	54	108	100
20	16	38	59	41	50	41	30
8	3	17	5	6	27	23	17
35	110	67	45	71	45	44	95
1382	4368	16844	22461	4307	27049	67355	86022
258	710	474	1110	174	253	384	402
263	421	650	139	157	522	397	1047
3998	3235	3814	1654	6746	3066	3930	2759
2197	1839	1014	1735	2717	1109	2653	1093
1313	899	394	842	1913	1245	1297	1247
539	229	497	334	575	1111	360	507
25	53	79	71	32	74	22	9
925	5181	29505	40873	10098	53264	164796	267448
275	1160	9959	16429	4960	8337	26739	138664
5	15	13	5	9	6	8	25
99	272	678	1608	24	59	212	1038
9	13	5	20	2	0	5	2
2622	12118	21508	39239	217	1468	5351	20497
63	178	157	57	188	211	109	162
40	59	25	28	43	51	35	26
11	13	8	10	19	11	6	8
207	297	226	601	707	710	487	1397
895	922	606	1895	843	2088	1052	1468
444	592	596	414	675	807	835	1117
252	105	207	126	21	61	32	50
201	112	65	220	188	162	93	142
590	451	221	226	409	455	363	216
326	720	481	352	604	131	804	617
721	351	282	325	313	281	347	387
12	22	5	15	17	28	23	31
48	30	8	8	30	23	27	83
779	1111	925	921	623	1355	694	845
40	97	64	35	24	45	51	14
13	17	13	2	6	3	4	5
127	130	103	930	18	36	83	246
521	751	582	378	682	907	946	447
2240	15656	46237	182175	1222	10592	16847	62862
466	1288	318	619	455	970	668	864
438	663	629	391	1006	1097	774	319
3737	4370	1337	4918	2598	5649	3150	2981
790	423	898	387	435	1565	910	368
832	355	633	335	809	441	920	1197
10	7	8	9	4	12	19	14
3568	3216	2735	1906	3650	948	1239	686
36	25	10	48	110	122	33	128
40	37	196	820	205	916	1017	6223
989	1661	1300	578	742	3087	368	1002
183	175	51	145	192	152	301	105
447	231	1330	724	338	600	672	672
529	474	520	729	546	493	375	250
343	652	339	1076	1483	1042	261	887
7	11	13	18	8	4	13	5
6	19	13	21	13	5	33	18
196	110	161	381	151	72	116	147
62	59	39	20	28	45	26	33
25	15	41	62	13	41	60	25
3	0	1	7	14	44	29	49
23	15	29	84	11	48	57	60
118	443	89	172	125	127	224	151
45	36	59	104	26	14	46	26
15	11	16	32	29	76	35	57
315	584	338	331	824	881	529	858
266	221	84	169	37	181	73	99
1106	1381	2580	2034	5699	3921	1556	477
71	95	38	102	39	188	24	119
565	473	299	1069	538	330	929	311
2269	8462	6026	5246	8568	8764	5706	5240
135	138	270	279	116	177	305	81
8	11	4	9	1	15	2	7
76	118	113	167	61	188	156	82
445	861	1111	637	578	762	891	591
3384	6380	5546	2878	1149	581	493	1197
429	657	771	450	670	462	315	378
433	202	202	248	132	129	65	173
14124	40703	29986	37332	22778	14369	14694	12029
28	23	30	109	51	67	38	20
91	21	107	159	11	2	8	7
13	11	20	13	3	10	12	25
102	337	244	171	87	114	203	260
112	81	140	100	56	74	46	32
787	1020	1538	870	1312	2756	2572	946
8	3	8	4	13	8	14	10
201	350	347	448	186	124	128	209
4387	14665	36612	166924	11465	77886	100246	341311
15	16	11	12	15	18	8	12
1191	913	1253	351	1320	1076	4032	3110
89	88	53	77	57	113	100	61
3286	2086	873	1300	2334	2510	2833	1657
19	7	2	25	1	8	5	3
36	26	32	33	60	45	20	22
193	61	447	121	420	560	123	194
8	12	3	32	8	2	13	23
479	304	837	819	862	619	364	535
64	52	21	87	62	52	161	62
83	39	30	39	195	63	85	48
395	736	463	442	233	121	296	428
8	14	13	25	26	13	25	27
2	4	4	7	4	2	9	7
36	29	36	10	29	18	24	12
33	42	43	24	35	53	59	28
20	36	25	44	38	47	55	12
234	240	467	174	314	145	526	354
899	230	309	728	834	294	307	294
323	982	662	745	1158	701	1311	416
380	701	896	995	702	685	629	957
197	71	95	115	206	181	232	402
549	515	625	643	332	216	343	118
1148	982	1533	2290	1527	821	2261	1214
495	1416	4833	6937	1649	11504	17222	101231
34	23	44	32	35	6	15	46
250	526	383	741	357	431	547	405
4	5	65	147	37	80	404	1193
247	84	167	140	70	252	61	154
2	2	16	9	1	4	3	5
11	3	4	13	2	5	3	8
414	231	628	590	1842	412	564	1078
5918	28404	44624	115785	672	2019	4825	12500
213	297	282	607	334	301	439	630
57	67	53	24	51	44	50	23
1213	1865	1485	1267	1296	243	1446	1321
982	1875	1934	1197	1739	518	704	1395
17	14	14	7	16	4	16	8
173	103	299	169	220	265	110	160
6	18	25	12	28	42	12	19
480	819	587	408	3423	1607	677	3203
92	92	106	233	145	100	29	18
315	2538	1740	759	2853	2009	1652	3378
2565	1996	2605	3649	3189	5837	3799	3841
353	358	282	75	169	120	259	282
27	19	25	15	8	27	30	16
577	2247	1946	7706	107	188	265	351
125	416	331	155	268	140	221	200
3836	2647	2991	5144	3942	4486	6100	876
10	19	29	70	43	40	61	25
1017	2785	792	614	1072	607	1049	741
3256	2702	4353	3818	4808	6251	4884	726
1626	2205	1957	1275	1573	3303	2413	3190
16	53	29	15	12	8	54	22
971	494	505	604	189	418	195	235
120	596	4365	9602	972	3031	7157	9083
127	147	207	175	270	527	628	447
2795	1807	1933	907	3077	2045	1619	1610
26	25	18	27	14	52	52	23
759	808	385	1094	438	233	381	757
8021	3137	1161	1964	3257	2926	1204	4968
3579	3385	5709	5227	3155	2840	4742	7016
924	1027	646	1074	544	362	897	800
954	1527	980	657	355	224	448	429
48	126	523	1198	18	81	169	145
649	1158	1647	918	527	635	930	549
1961	1043	2118	2741	825	1153	2084	999
164	212	184	228	203	399	250	185
311	536	663	589	93	132	215	315
213	296	364	931	1384	571	1050	806
8	31	38	40	12	33	40	19
1	3	9	9	10	7	5	9
3678	1568	2850	4256	2138	2200	3453	4611
1161	1197	617	746	426	740	632	1193
1257	5698	1526	1017	4009	3154	654	4333
389	215	721	313	944	190	579	990
1384	945	1179	884	539	2526	1383	1802
855	487	785	705	329	270	433	517
3	1	4	4	0	1	2	0
118	143	281	181	96	249	105	392
2711	4024	10194	36434	547	959	3896	5918
27	8	17	9	8	11	19	2
3	5	155	182	3	9	28	70
545	454	376	469	346	360	281	611
103	130	301	74	2112	1887	4454	3337
225	886	1324	2763	1085	2800	9258	29427
155	206	298	195	171	236	239	163
933	2028	4334	4308	105	367	641	4951
22	12	34	62	90	39	28	52
398	214	84	317	1869	978	1534	1178
211	599	1523	8047	124	186	669	5492
741	614	2325	689	1009	147	474	328
4	5	5	4	12	13	9	15
151	110	127	176	134	221	127	88
2540	2182	1474	3590	1884	2654	2248	3163
166	352	110	87	443	311	215	244
193	191	281	391	2161	2339	859	1218
635	572	3424	17218	3254	10404	38033	34979
1241	773	733	520	398	512	800	440
3174	2304	3713	794	1741	1295	1497	3211
7	23	30	89	3	6	56	56
435	1003	342	712	447	476	519	559
463	251	688	441	565	311	92	430
111	94	95	121	157	166	105	76
67	112	163	50	198	123	40	113
290	172	282	85	253	221	319	200
48	44	42	56	4	34	51	21
1394	1569	3621	17884	1918	9750	10409	41465
1758	5160	2098	5532	1848	2475	546	1816
726	628	563	1050	525	1396	395	174
25	142	25	68	45	51	23	29
14	22	15	24	16	21	24	8
14	12	30	5	21	22	18	23
64	53	82	65	31	38	47	36
582	529	776	2134	1958	2020	1298	785
149	271	254	195	67	109	46	67
4668	3195	666	993	1365	3005	2950	2939
27	57	39	26	49	41	52	65
373	1031	690	2089	1009	1177	1608	1888
350	718	565	352	565	304	494	850
772	318	956	705	840	470	742	715
1349	1984	4861	1756	2989	4038	3390	5518
12	12	15	10	9	12	6	15
97	230	110	129	78	99	187	77
175	80	147	108	105	45	105	85
124	23	21	53	53	199	144	134
1713	1244	1602	962	1181	807	1732	3137
98	52	59	77	87	37	108	65
201	1372	1151	9590	1579	3223	10871	41454
251	626	229	365	989	564	547	377
103	351	185	289	209	229	296	110
77	33	30	29	32	21	19	23
1481	423	738	1010	271	179	251	226
186	607	192	125	492	194	202	186
13	0	0	4	27	14	28	16
39	13	10	6	122	255	197	245
16	15	39	40	143	22	49	101
214	113	112	266	209	524	242	155
119	85	58	83	25	13	21	13
2628	1619	962	2051	1967	1692	2190	1104
1712	1778	1616	12197	7639	11197	11610	192293
549	4145	14881	43279	190	361	2349	4511
121	95	178	199	172	330	114	109
81	60	43	78	97	59	89	50
1780	3269	1278	998	4008	3265	2296	1411
216	171	485	284	383	302	318	330
331	450	253	450	476	632	129	253
9	6	5	3	5	1	1	3
533	2481	6562	11011	417	1021	1552	5318
1611	1491	1910	1038	539	1099	2045	557
90	64	29	163	90	112	48	74
4933	8573	19637	10531	8011	6655	908	11800
2917	985	1759	2092	4757	11338	5102	4961
269	316	322	317	392	114	212	360
12	30	21	14	17	10	8	5
35	52	26	16	31	65	42	40
13	11	17	6	32	50	34	95
236	261	348	174	128	195	117	102
162	125	146	13	142	99	82	67
30	36	45	37	26	24	28	44
7	12	8	7	7	15	24	18
237	148	181	117	302	112	194	130
3	1	8	8	7	3	13	13
884	339	327	1350	1313	718	393	858
714	309	447	166	621	250	402	551
358	435	252	381	89	184	114	526
2251	4595	2901	2590	4064	2998	7858	5245
128	91	353	121	188	72	156	80
376	494	607	660	724	920	1119	1162
259	343	225	341	533	329	450	596
721	733	685	207	1466	411	676	722
953	943	846	704	1225	742	2286	817
6	13	31	31	11	18	21	13
1318	1396	911	1259	2401	1661	2111	1704
1763	1804	2615	1177	793	1424	1118	889
39	51	77	83	76	52	105	54
54	129	107	139	89	103	135	79
51009	60003	350285	645910	15792	18162	177238	100987
1391	643	1620	1290	590	141	214	221
344	304	358	363	381	1118	655	451
782	888	553	625	466	634	343	455
848	1118	823	579	463	419	88	188
34	38	13	49	55	82	73	96
9	4	0	14	4	5	15	11
5219	15759	4020	10608	8286	7631	8812	4008
336	268	992	3363	45	85	304	739
597	294	292	798	37	205	258	99
5166	1391	901	2044	3234	7796	3373	1163
218	111	175	273	12	76	36	23
257	327	308	559	316	270	872	121
420	327	230	379	271	406	212	518
1641	2338	980	719	1340	724	787	989
1456	1500	2000	1025	2519	1871	2286	1560
162	190	303	151	263	193	28	158
663	613	1802	756	262	877	530	986
269	224	219	112	291	354	372	159
738	1234	1823	1219	683	1454	1937	988
65	36	67	37	23	12	26	48
115	174	54	49	9	27	23	11
833	1530	1368	1377	712	1733	1454	944
6087	2743	8102	6571	1287	1942	1416	1085
507	4194	4076	5178	2417	837	2400	3449
5	6	4	3	2	2	5	2
1617	2258	766	406	4464	10761	7003	9211
809	297	507	697	6066	6392	2174	1544
2620	1996	1027	3214	4068	4129	2448	2771
17	12	29	16	11	9	28	35
13	29	34	37	9	20	19	15
644	1782	1355	473	806	1086	398	234
502	3224	2235	35938	4985	10717	9583	93400
27	77	75	28	21	55	38	26
538	1181	678	2018	1039	2472	4954	16682
1476	1161	677	656	1088	625	485	621
351	194	341	113	192	146	275	84
26	64	19	46	37	95	47	53
1038	1337	873	3027	1712	1672	616	2796
21	18	15	23	22	25	23	16
83	60	62	153	70	127	74	8
9	19	9	8	50	11	42	36
232	154	243	337	457	272	106	318
80	57	98	48	72	21	77	88
2	12	22	7	12	13	18	39
129	195	508	2242	705	910	2290	9565
231	223	341	266	267	91	286	335
23	13	4	18	16	17	31	19
0	42	0	278	0	548	1090	0
2185	1300	2874	2591	1067	361	295	699
1871	3617	856	2030	1174	3676	1244	1934
4	9	9	7	7	9	9	12
6068	5254	7994	5112	4926	3945	8749	7738
1029	508	1163	762	1113	3070	1818	2509
167	216	367	193	345	1165	1241	338
1271	614	507	839	557	237	1134	169
287	602	763	616	805	806	316	839
59	57	39	127	61	65	46	81
18	10	14	27	18	27	14	11
6022	7397	2755	2338	2616	2329	9727	4268
40002	34272	15272	16332	109765	57001	15910	62654
386	415	549	1011	422	749	518	1298
551	152	227	306	157	509	476	128
1508	1587	1918	3189	1433	3284	2023	3340
132	210	148	228	64	64	54	68
60	128	136	23	71	125	120	160
14592	2946	3020	4482	3323	6102	7159	1544
114	114	127	71	206	489	138	94
51	49	207	1118	5	29	35	156
215	229	284	246	133	258	198	286
6560	4839	4673	3588	1950	1624	3334	1309
1599	1350	1289	1258	787	2144	1127	463
279	646	413	326	672	629	647	603
309	578	458	417	245	693	664	957
210	80	314	96	502	50	279	193
388	271	436	495	647	387	396	659
1186	751	629	442	1018	2947	1927	1416
864	329	713	548	666	293	1494	746
3839	3483	3367	8980	4476	4223	1930	1931
6	6	6	4	10	4	3	8
210	245	296	277	180	165	268	383
210	427	315	358	283	187	205	390
6	0	4	4	2	1	0	0
2418	1449	3310	4122	2063	2046	2887	2463
5	4	5	4	8	6	0	4
2218	852	1020	1406	2279	637	1144	1801
279	307	374	455	745	413	252	241
913	936	1274	561	735	883	246	717
545916	387114	162677	328001	135229	171051	92773	30855
12	35	187	263	379	1393	5116	9614
1386	688	683	600	541	289	85	479
2362	1245	2305	1013	6403	1478	3719	1702
10	7	10	24	6	32	8	3
24	72	55	60	52	36	32	18
106	109	33	58	175	168	129	60
89	169	230	294	750	539	375	586
84	78	242	178	172	127	131	169
5464	2742	1405	7432	5616	10535	4898	3553
941	1753	1169	1242	3422	2119	990	1217
464	478	497	317	92	357	758	549
202	71	194	65	42	56	5	82
1121	2086	327	1577	3852	2028	1916	4245
40	29	30	31	6	6	26	20
32	50	52	21	103	24	17	61
1752	1015	1174	1115	1969	560	766	454
259	72	189	88	77	198	38	36
2731	1960	12448	20442	879	1092	3242	6308
3739	14628	3772	7950	10034	9185	5252	11243
213	96	304	270	74	154	208	148
269	637	841	1681	92	226	189	55
18	18	19	16	20	40	33	28
101	112	98	154	266	102	63	92
76	263	97	100	93	84	82	141
701	448	387	716	952	340	687	694
325	375	800	551	393	671	758	686
249	362	452	308	753	214	809	453
24	43	23	28	31	29	48	41
333	550	272	296	318	369	1262	333
86	223	83	249	71	59	56	184
295	432	946	172	176	288	129	224
63	57	76	27	63	63	33	52
207	1349	380	290	489	1795	519	1639
9	0	5	3	12	6	5	7
318	118	178	282	68	26	28	17
30	20	31	0	51	14	42	40
20	34	31	6	14	13	20	17
722	608	609	794	4428	2592	4524	3938
54	42	22	11	46	148	165	56
729	813	2130	481	763	726	2154	932
20	15	8	13	4	3	2	1
278	370	331	399	117	108	49	284
682	1351	716	327	643	474	524	450
30	16	42	32	26	12	16	24
115	133	254	79	148	141	53	37
0	10	0	14	13	7	0	7
25	34	23	30	4	5	7	7
2750	2957	2108	1623	2720	2013	1855	2234
433	291	407	290	758	223	760	663
30	45	24	45	19	21	49	21
9668	10205	22203	14705	16062	7293	13902	6416
282	170	185	92	449	234	131	589
438	426	510	225	410	249	701	616
122	177	180	165	190	166	92	216
718	1146	1002	7314	3990	10379	17221	40142
23	26	8	18	17	3	7	19
21	55	57	21	21	27	22	19
733	254	302	508	448	274	370	242
3066	3921	5449	2400	4434	1746	1609	2373
435	716	390	268	550	136	312	720
3210	7210	6851	1364	35399	37108	11360	60144
2	0	0	0	1	4	0	0
230	101	456	418	464	160	303	317
49	141	160	51	101	194	74	149
12	5	13	23	30	13	28	32
2315	1029	2692	2840	1721	2428	927	964
6	19	8	4	11	9	4	0
2864	4628	4326	2145	1776	1547	1417	1823
13042	4440	11451	11657	5007	10881	6399	14464
41	28	25	25	30	51	10	32
5	9	2	5	9	2	3	0
50	24	75	54	50	107	88	148
302	618	833	741	874	224	615	311
246	896	3756	8524	34	218	237	1638
89	99	253	63	453	15	221	333
442	653	313	218	267	480	431	283
9	10	28	48	13	19	14	9
715	2593	1878	666	1863	6071	5129	1832
14	32	36	32	27	33	20	14
1221	2579	257	1316	2151	1377	704	859
162	279	150	141	172	81	85	157
268	175	116	93	28	54	68	130
1613	1293	956	1841	1209	1080	1085	1118
119	64	196	173	218	431	88	689
6096	2335	10966	2160	8609	6128	5177	10992
14	12	6	11	2	7	3	2
271	230	186	101	248	226	270	206
1083	524	1456	652	1464	960	432	1005
210	39	110	200	152	122	50	73
747	444	613	570	849	365	400	531
0	0	2	3	0	3	0	0
241	86	158	329	64	53	73	52
240	852	283	407	233	1488	2364	1439
925	679	1699	1604	4385	1142	3067	1722
4256	5547	47727	102426	9285	49395	115132	738808
195	172	236	75	147	163	681	497
0	11	9	4	6	10	9	9
722	193	781	200	96	43	32	70
1300	583	1894	946	1643	438	578	584
345	113	239	243	204	294	176	351
639	475	351	419	927	748	843	1241
0	19	0	7	3	3	3	3
380	363	284	350	776	356	172	293
461	419	813	1653	586	461	1002	338
213	52	311	184	38	57	52	44
2659	948	1276	410	927	763	1550	1627
457	687	347	601	904	921	1182	742
668	1309	1876	12734	680	7304	12604	72735
7	56	87	370	89	304	493	1856
4489	3650	5492	698	4010	6040	3179	6850
167	350	178	128	172	442	163	134
157	187	192	379	83	138	82	137
548	479	769	574	258	674	1180	861
528327	2147799	3189325	11922305	114847	641061	2232413	2071186
108	157	63	131	85	69	56	130
29	16	5	9	0	22	6	16
7	6	9	2	8	6	5	15
3	2	9	7	6	9	10	8
545	511	1253	716	993	781	637	153
18	11	22	21	15	9	9	12
798	819	694	480	449	338	701	289
115	179	258	217	77	99	97	66
3544	970	1624	1473	1879	1540	694	1780
10714	6347	8628	9367	6087	10669	11549	3254
28	29	25	64	39	46	19	20
1815	1422	951	3011	308	1295	964	543
297	587	550	354	431	268	734	203
272	327	728	360	824	399	402	534
6343	8266	10675	12198	2318	2252	6119	6706
424	810	581	448	618	239	284	311
112	21	92	112	3	3	9	7
243	71	883	232	1387	774	428	1138
818	349	561	500	364	643	182	250
4689	8423	5477	2522	5408	3656	10641	9630
109	251	147	51	171	98	138	243
2	16	7	7	9	6	2	1
16032	53527	109302	340731	3072	29473	70561	111306
12	22	21	29	16	31	22	16
2	14	9	10	1	13	3	3
24	43	30	27	59	60	20	30
640	1219	1559	931	248	220	77	240
2353	370	1628	1026	660	1123	1633	2064
580	322	250	128	397	365	256	382
69	93	37	71	19	44	32	84
6016	9874	87205	58511	25672	35574	89459	282126
480	438	258	283	540	208	157	184
6	24	41	22	23	109	18	42
1723	2591	2760	3447	441	637	867	667
560	511	165	136	322	374	256	533
29	17	5	29	35	23	54	71
391	309	315	514	109	607	1129	300
353	234	334	459	231	306	434	332
2930	1216	2211	1214	2172	3865	3987	3789
1285	556	435	565	1155	576	1355	1262
35	51	34	23	17	4	17	9
