ribo_cond1_S1	ribo_cond1_S2	ribo_cond1_S3	ribo_cond1_S4	ribo_cond2_S1	ribo_cond2_S2	ribo_cond2_S3	ribo_cond2_S4
788	979	1553	1017	1189	2485	1042	1021
1173	4509	3463	34673	163	1721	14586	49255
14	1	7	12	9	11	20	11
15168	216994	327664	201386	20689	129303	236198	463975
1410	1821	1126	1647	1223	1553	1481	512
5	7	13	10	13	10	7	9
2154	941	647	1356	732	825	1437	1370
3171	3301	10859	6968	7797	3145	4596	10761
143	442	102	86	336	99	205	339
451	697	209	599	671	641	435	237
158	128	279	123	124	210	413	123
11	22	8	8	12	7	8	9
9	17	21	31	4	12	13	26
715	684	551	822	612	299	164	721
620	304	907	94	825	700	962	420
0	0	4	3	18	1	7	17
4	2	3	3	7	5	3	8
237	302	132	74	92	197	426	113
10	28	20	45	16	45	12	8
41	54	55	25	40	82	92	60
509	204	610	302	164	79	287	238
256	326	268	486	253	416	198	280
124563	301306	918194	878201	68770	268460	698914	2223049
1086	470	183	404	220	402	123	212
90	523	272	906	222	769	1693	2167
1795	794	1244	1445	294	880	573	1419
614	1207	1111	472	265	470	406	462
5941	8732	5433	5406	33276	33854	12329	10287
1316	2988	16480	17356	611	1890	9057	13390
53	39	44	37	76	35	86	89
43	120	108	106	128	199	150	75
24	9	16	19	11	17	0	13
534	351	723	434	881	592	490	670
100	30	41	26	46	43	45	67
2	17	26	7	11	18	10	18
861	100	349	329	222	70	276	266
310	477	3226	2512	404	1150	2193	9997
1029	526	432	346	350	797	575	307
260	846	480	575	791	189	302	688
1571	1159	595	986	1366	553	848	656
52	21	27	15	134	80	44	65
1394	2339	1038	1889	1028	726	900	692
866	833	763	541	1078	1431	1026	996
4	0	6	8	6	10	7	7
3615	1328	1075	2212	364	246	923	1308
705	661	2961	9470	810	1107	8564	8281
4	5	4	8	2	5	9	7
18	105	306	728	15	14	45	296
2704	1457	6357	27046	622	1204	14995	18018
966	537	740	1091	399	419	1218	1133
155	70	255	314	42	81	90	76
26	9	21	22	35	9	27	33
2	9	15	9	7	2	11	0
960	386	1702	2056	328	994	367	473
639	1180	1164	623	534	703	480	635
21	0	5	0	0	4	3	3
16	18	19	45	29	11	30	44
64	205	160	93	247	123	149	211
712	2059	1638	987	817	1384	315	1266
105	77	86	152	241	185	215	243
325	376	294	440	242	80	172	303
11724	26929	95481	118470	5867	23979	23240	20713
1065	109	288	470	279	612	658	657
334	132	233	357	551	493	870	480
28	63	9	66	48	16	38	30
6	1	6	4	2	7	4	1
16	7	13	19	3	1	0	3
182	344	2376	3456	153	558	1542	3429
60	15	26	31	47	27	23	28
4817	3176	1773	2629	5441	6351	7622	4322
20	54	48	141	117	167	48	55
243	236	227	184	102	78	196	81
96	67	53	38	13	48	57	24
175	155	125	258	136	180	177	110
1901	1451	3760	2183	886	1888	1452	1470
1053	1456	1913	661	1059	1698	1184	1576
49	112	294	827	16	49	79	241
246	148	91	99	115	73	274	215
59	32	87	87	62	60	51	80
106	619	2246	2758	102	308	1384	939
100	106	101	155	36	110	144	102
370	360	291	296	207	220	287	339
26676	10118	9194	7296	12549	27894	13167	19853
180	74	129	77	133	157	128	104
1031	568	562	1705	1664	314	575	927
1317	1153	783	565	516	1555	387	572
4334	1003	3364	738	1975	2677	2039	2412
40	67	31	27	61	31	44	23
40	37	214	751	35	119	102	481
166	207	742	663	794	841	577	80
18	29	47	6	14	8	12	30
304	477	458	393	1713	1747	1737	977
471	309	149	327	306	128	188	258
8	7	5	3	7	20	4	16
1255	1655	1472	1210	460	1124	825	663
84	161	134	46	88	119	45	84
3	77	130	510	25	40	60	598
268	249	383	345	304	369	230	386
218	398	373	1814	613	1925	818	1591
745	1256	2089	871	1563	725	395	1375
1629	2743	3438	1261	1423	2779	3666	3057
2598	1088	1458	1497	456	277	425	608
3	11	13	0	0	17	0	18
1187	1251	343	1076	523	431	808	292
120	219	182	282	152	479	512	159
14046	15102	7429	14645	11130	5475	7850	7855
374	170	78	441	536	271	366	281
1480	1159	3252	1965	1336	1881	1457	831
15	14	10	24	8	8	4	10
643	379	334	731	683	547	458	499
42	37	36	61	27	38	49	109
6338	11788	12413	113885	4260	12585	43906	96294
4	14	17	31	89	60	45	32
562	1276	5062	8736	1081	1034	4592	17069
29	20	16	61	46	26	14	23
70	33	37	34	191	28	151	60
17	54	36	73	39	38	37	75
663	272	479	601	1146	363	399	175
199	364	172	141	208	325	213	158
9159	2988	12462	9143	9073	13191	5574	17003
12936	33478	158053	538821	106157	184618	264397	516735
10	9	11	1	6	16	11	14
11	3	6	14	11	8	11	7
57	121	69	89	52	89	13	61
312	557	151	331	631	274	1104	336
1523	3524	4317	994	2742	4948	1899	4751
592	1291	2098	1009	861	4291	2860	1072
2053	3210	1537	1618	1706	2159	2233	1948
5	2	4	3	6	1	2	5
79	28	94	47	75	59	69	54
134	98	124	110	53	346	111	90
101	227	340	200	439	603	380	522
460	472	441	429	331	471	462	204
15	9	6	6	2	0	15	5
28	32	109	67	173	204	142	90
493	3371	5473	19921	867	2710	3474	44199
41	49	76	69	158	33	22	45
3329	6745	1772	3618	4295	1560	1821	3931
19815	7339	16745	24095	11772	13297	11121	12755
82	93	44	82	11	40	34	8
18	5	9	13	35	9	10	35
128	106	292	256	258	152	75	323
28	45	32	23	45	79	30	48
585	314	185	92	177	743	224	352
27	17	29	6	12	9	14	29
412	481	564	371	245	437	298	435
48	74	43	24	65	21	17	56
10	7	13	13	12	12	7	8
385	433	343	660	632	748	558	1334
4	0	0	9	14	6	2	3
46	29	62	44	85	39	37	13
5665	12632	5293	12071	7734	11577	8410	8909
89	86	169	179	287	136	61	164
22	15	5	13	18	5	15	14
69	73	59	63	45	103	65	77
187	239	148	160	371	129	301	306
640	1057	4166	7460	1277	1326	5265	28438
31	56	31	20	19	39	17	16
80	70	55	62	49	31	29	94
9	3	14	17	16	31	8	6
151	122	290	186	196	39	45	142
202	228	257	107	216	157	105	375
66	46	92	99	83	75	191	59
267	388	344	947	173	283	145	265
18	41	39	252	14	24	0	205
2031	4920	24812	84059	4669	3639	17893	26430
4	10	3	1	1	5	6	2
1757	11508	17219	30931	3597	14779	19044	73773
64	130	111	87	44	77	119	106
932	2601	6603	15741	1037	1856	7491	34140
587	705	484	901	340	407	502	732
169	367	236	167	104	257	314	465
341	850	763	271	887	927	551	742
156	209	106	109	200	181	134	81
7	8	15	9	12	19	5	31
87	236	250	248	173	266	156	170
6	0	12	4	11	0	0	5
252	149	207	117	232	289	211	90
41729	28972	18223	40118	21122	41792	29016	41920
17	101	71	72	66	140	128	66
219	66	255	165	89	126	61	121
10	14	0	8	21	24	3	23
336	384	729	641	1402	2222	779	921
285	354	567	818	752	602	1168	260
616	1022	1447	1147	739	641	876	870
813	1757	908	1110	508	787	994	287
152	216	1012	2111	92	192	1822	3712
28	17	12	20	25	7	8	19
1614	2142	11413	28273	1463	11528	16092	45774
13	21	6	14	21	5	4	4
322	498	274	839	840	1051	386	1046
6	25	27	38	23	32	20	16
2302	2138	1297	2090	2386	1674	696	1867
8	3	5	6	22	24	22	46
248	338	174	374	186	210	733	436
137	416	172	314	108	132	60	146
156	117	93	67	242	300	639	434
331	1663	2550	18748	998	1222	10596	14427
130	222	163	252	398	165	291	174
31	56	90	75	122	50	50	52
1106	864	390	514	1358	162	447	458
2314	4546	2531	3201	1787	3174	1253	1829
284	1576	866	620	1276	1418	1403	765
44	40	68	64	42	33	24	23
298	162	504	596	470	122	416	322
18	21	28	14	23	12	5	9
478	199	154	339	76	496	163	282
89	89	88	84	97	126	134	103
7	11	13	9	6	4	13	20
459	203	594	306	423	288	604	755
23	5	7	8	16	5	11	5
343	472	252	356	239	767	137	467
313	372	74	276	134	259	326	322
305	209	179	139	218	178	254	165
2715	840	2173	1677	1118	2095	895	2121
874	1312	764	1338	1029	1069	2192	2309
337	526	454	378	104	337	201	323
667	697	1258	842	1102	1023	1248	865
4672	3651	3475	5109	4371	3191	2230	2262
829	796	393	223	156	554	264	222
10	5	12	14	6	6	13	7
1915	5990	3209	4054	4851	5342	4783	4977
27	4	18	6	5	10	12	4
46	128	28	25	15	14	16	23
859	651	137	341	696	322	704	513
24	6	12	20	20	13	20	20
862	724	1744	899	1353	1591	910	1586
10	17	25	0	8	9	9	9
365	189	487	315	256	192	45	71
9	11	7	0	8	6	21	0
35402	25306	32741	15206	17753	19877	15496	20539
674	455	463	413	233	163	478	88
152	327	136	430	546	383	380	451
5	1	5	3	3	2	2	0
2890	1336	4496	1734	372	2711	2349	1336
19095	106205	269291	285645	13766	30642	92205	148905
114	114	92	95	240	310	167	124
399	360	85	215	470	749	912	689
343	548	528	598	844	818	557	684
137	139	86	106	165	137	75	50
1063	875	3225	2492	892	1007	562	773
36	70	61	40	68	48	21	32
31	40	38	20	81	14	89	44
0	5	4	9	0	3	6	8
353	224	127	363	621	914	249	800
6051	1485	2465	2573	4636	1995	2949	4740
192	99	440	192	138	190	181	98
57	167	235	115	82	44	250	127
3398	3277	2020	783	1410	962	1622	3025
201	121	178	333	228	219	119	55
67	79	25	86	44	75	73	40
104	104	75	77	99	122	33	74
114	93	114	34	119	81	87	67
26	33	34	20	24	39	41	20
1220	989	1736	2566	921	1007	554	2056
431	284	132	135	185	505	411	416
7	3	6	11	1	2	2	13
183	364	996	476	538	1107	1027	407
575	694	349	411	476	127	795	326
35	37	15	26	37	5	37	16
2341	1962	10066	53946	1566	3605	7811	50770
163	106	168	58	146	129	204	289
121489	61741	180855	88893	108801	101066	129247	68894
14	99	130	826	18	30	168	286
139	26	51	119	100	41	91	170
93	127	116	114	58	56	44	65
317	651	715	605	143	277	231	122
222	55	137	78	480	421	330	350
195	856	2318	3990	283	834	1923	4804
388	1060	985	1095	261	346	662	1068
167	88	66	52	62	39	25	46
318	673	366	331	349	499	463	477
225	111	202	228	134	93	136	196
405	339	489	95	452	444	286	549
672	427	897	273	404	765	672	486
75	32	76	79	30	70	23	46
142	152	208	218	482	452	607	1111
101	219	302	114	192	134	91	197
189	125	82	125	218	173	162	226
34	72	20	14	7	92	66	28
529	363	316	612	382	297	396	558
264	439	294	331	206	202	165	44
14	35	226	665	21	41	148	213
76	310	138	138	154	67	72	78
61	53	91	109	98	130	79	76
426	868	309	198	470	381	408	706
488	592	783	116	116	173	206	488
5	3	0	4	0	10	18	8
71	120	201	130	143	130	206	170
103	125	99	16	75	78	79	54
843	1681	1232	1653	309	714	177	256
409	876	4605	12586	393	1856	3467	7240
134	327	253	202	511	615	449	387
182	250	51	170	111	202	122	23
55	115	197	133	53	101	101	112
271	596	1399	1183	213	451	353	1146
21	7	16	16	10	5	11	3
64	43	108	56	19	32	64	112
1423	541	874	1636	1059	455	1790	876
14	19	7	30	4	13	5	3
1041	2135	2049	14186	42	306	748	3160
3227	1220	3322	761	2379	3192	2440	2500
276	216	194	302	253	154	99	158
316	158	553	262	127	271	63	76
58	93	52	83	21	5	25	8
157	201	177	217	393	734	466	359
21	33	49	34	33	44	77	115
167	234	288	722	506	213	377	299
190	588	1096	478	832	702	521	458
15	8	22	14	10	28	24	9
140	292	149	147	193	253	316	310
2200	2748	1256	2168	1567	3018	1053	4668
384	271	1150	921	211	1302	406	229
23	7	42	8	20	16	22	21
813	643	576	670	173	673	754	434
534	470	277	226	343	397	239	178
627	1791	883	8960	225	524	2929	5061
15	39	32	58	30	57	26	28
25	92	54	856	0	89	88	0
82	120	15	135	135	31	52	69
157	192	154	113	3289	3813	1254	2286
690	1374	3655	12415	695	913	3785	9143
72	147	93	152	158	76	235	98
1367	4331	7644	27980	1746	3111	5518	24719
1160	816	2014	1599	1253	503	1277	1429
183	513	144	95	298	438	619	344
9877	46337	220743	306929	9000	52126	158317	216290
345	270	87	78	50	98	148	79
96	280	125	100	815	239	623	93
21	6	10	13	20	15	8	24
26	16	23	14	11	17	38	13
22	34	38	44	107	45	134	38
248	496	642	216	795	1895	1281	2100
356	779	2132	8489	561	1783	5240	5169
106	113	42	88	142	112	127	164
138	437	276	263	153	130	167	271
3208	17100	34010	75537	6450	7527	70276	101057
119	130	67	79	170	208	37	251
2530	791	1017	1971	2067	854	2213	1205
8	24	24	11	10	5	3	21
4	5	6	7	11	7	11	8
7	9	12	17	15	10	18	7
108	173	61	158	73	44	65	16
102005	229144	1067404	1774385	64955	109067	566372	1402956
10	54	111	45	79	37	86	47
96	80	60	62	96	104	71	163
430	571	134	415	661	572	516	949
389	1012	294	131	257	1146	221	568
540	587	690	354	845	648	429	935
1310	1468	1090	749	489	1272	1714	735
88	50	66	68	183	256	203	144
320	365	308	191	70	117	296	98
831	535	1064	1133	1948	1399	2510	1929
231	350	170	227	427	315	67	101
4538	10184	9909	9937	5475	12000	8034	5304
137	109	147	177	25	92	55	207
11	11	19	30	17	39	32	22
42	23	33	62	42	44	23	34
36	20	32	24	33	35	70	80
524	704	692	567	557	570	680	514
320	388	286	888	1123	241	1476	330
363	270	275	312	147	571	399	264
626	1208	3003	3045	1449	1993	936	1731
153	223	368	357	234	298	181	218
1696	9797	48721	67770	1862	5715	22528	81097
58	166	101	74	165	54	183	130
190	248	348	109	234	81	126	379
543111	550728	413411	191203	523703	325669	506519	396860
40	45	15	95	11	13	7	7
733	812	880	1473	417	718	978	920
5340	6241	6125	5620	18689	6304	3777	14424
119	125	117	154	1237	1538	664	1125
12	0	21	0	15	27	5	0
412	369	451	216	230	524	272	428
29	17	26	0	15	13	19	15
3	5	10	17	9	2	3	1
22	197	0	539	97	310	744	2591
473	3517	3661	3348	373	1502	2204	8073
116	96	166	147	58	94	176	62
2153	1043	999	1699	982	2480	4816	1515
238	181	141	116	241	342	226	328
117	262	445	196	191	517	416	300
15382	15733	14222	36014	20215	21447	18297	16975
9	10	15	27	5	11	9	6
4124	13827	16428	92336	3135	24207	44037	73586
6	17	26	33	25	9	12	14
8	15	17	17	5	12	3	20
343	176	285	190	221	197	254	247
32	15	47	54	134	101	55	37
249	38	414	330	67	130	153	164
1464	663	631	548	315	321	316	589
244	433	719	284	860	660	551	179
150	225	162	350	495	222	343	650
97	94	70	64	79	37	82	122
1878	2317	1251	1395	2600	1223	1231	1691
7	9	7	6	3	4	0	0
200	263	190	122	557	338	354	115
235	217	236	118	84	285	63	165
302	843	1053	622	867	573	536	561
1497	957	1172	1256	1458	1068	722	2686
395	154	150	176	571	314	175	362
723	317	455	173	582	239	380	516
2123	2561	1495	2417	573	1218	763	3169
48	97	121	112	46	84	147	78
963	787	664	706	589	961	1314	685
429	572	751	608	432	546	659	675
21	34	16	32	58	37	51	73
447	462	429	135	762	223	358	381
360	374	326	276	510	1025	241	502
132	130	116	375	172	388	84	451
67	43	52	66	38	51	44	56
2303	2115	3769	2910	3475	4676	4765	7399
6	22	19	24	11	10	19	21
475	1032	1319	3593	269	273	1754	3688
226	83	77	158	32	66	30	73
208	308	153	342	878	692	489	747
1844	1229	795	834	686	2131	535	247
133	220	347	304	90	52	95	84
164	137	254	62	838	560	371	891
5	4	15	16	8	13	10	12
153	121	84	299	107	309	301	154
1772	4915	29636	78608	3564	9953	18244	121332
120	117	30	130	42	74	28	35
2960	538	1822	779	345	716	2744	742
6	0	4	13	2	3	3	2
1842	989	1724	1500	1007	923	524	1004
24	11	15	29	48	7	15	13
943	1114	1174	1824	1070	2633	2840	4069
243	176	282	161	171	208	221	222
642	343	813	598	448	314	271	317
399	204	542	421	71	329	188	184
10931	4610	1673	5550	5797	10492	10614	8230
1021	533	781	933	994	441	808	1340
60	31	21	46	54	21	47	26
354	199	189	96	19	18	27	107
2	6	7	14	11	5	5	2
747	665	687	360	669	563	357	1304
836	2426	2017	532	790	571	431	168
28	29	29	14	6	15	2	6
19905	15418	44903	29042	50760	105378	49280	29303
28217	57130	37728	19838	652226	245472	182489	319776
365	495	366	266	1021	289	525	989
39	103	80	213	180	63	84	200
109	121	82	144	158	105	207	103
63	59	54	42	44	107	71	31
4915	18627	18840	32474	2045	12816	9129	143595
5529	4382	1461	5123	1958	3879	4822	1744
421	2802	6734	10798	775	1695	988	2928
7	3	9	1	3	0	6	4
1439	1383	4733	2775	1853	2385	2902	1501
528	177	353	264	475	160	158	369
138	235	239	258	273	430	196	387
486	273	283	207	407	213	1200	259
150	90	68	67	91	81	26	70
4	3	10	3	6	23	15	1
101	48	191	55	148	156	41	134
391	314	210	324	394	588	353	142
495	406	298	528	357	546	230	635
204	309	665	1618	207	305	636	1774
275	93	236	101	389	140	146	206
39	34	26	47	47	48	25	22
403	537	1164	3588	234	1290	997	4222
4977	934	5297	2189	304	2069	938	710
1216	915	547	1192	1019	1206	416	343
142	133	259	54	125	91	91	192
2	5	9	8	9	9	15	2
62	40	63	53	174	138	79	188
853	1317	654	1476	1988	892	2412	1460
88	55	70	119	50	43	161	169
126	384	135	226	146	59	303	45
270	557	701	569	646	646	258	666
50	48	33	102	69	73	52	91
2559	1761	2632	3448	5451	10910	8344	3940
37	25	38	35	33	27	102	64
206	180	81	93	284	143	46	161
1471	1672	2161	4143	1495	2642	1826	2037
911	1940	3542	2307	5692	1996	1786	3391
286	177	866	397	186	200	276	282
3624	1760	2184	1462	3346	4163	3244	4354
191	113	46	111	197	195	258	408
20	16	13	21	38	61	31	44
1735	4109	11961	25522	2770	7802	14112	17597
8957	3175	4547	8604	4125	4394	878	2304
1977	2438	4070	2879	1503	1632	1972	2885
9	9	19	14	6	11	16	9
23	59	51	28	64	74	62	112
16	9	7	7	4	8	11	14
151	227	109	113	223	162	154	72
4462	4411	6097	3475	1536	4894	1688	8086
8	64	44	44	48	81	80	108
2227	2260	3648	2369	1235	1034	734	1005
9	3	3	16	3	2	2	4
6126	8163	3540	18307	7736	3424	3106	3010
75	78	102	53	51	53	51	42
171	211	196	107	152	103	80	164
203	117	219	65	183	170	100	158
1280	2654	7858	11050	10180	4413	3331	4799
52	165	163	87	157	201	79	115
95	68	50	74	48	90	45	55
962	2154	1507	788	1603	3245	3462	2254
918	205	620	180	340	524	182	231
58	110	154	66	20	24	1	24
1075	5409	10462	12355	10854	35027	52734	238758
8	10	21	40	13	12	5	2
5	11	7	5	3	4	5	2
121	151	86	24	162	130	118	154
9	22	37	6	16	5	12	6
95	45	161	482	179	229	117	302
1476	1330	1213	1097	2416	1433	3328	2813
16	33	77	71	63	31	17	34
2679	3314	4017	2757	1612	2473	2361	2185
11573	8744	6767	5111	3097	4448	5177	2243
709	424	394	228	441	485	479	385
641	489	416	232	62	70	89	43
4	5	0	8	7	11	7	17
141	248	122	382	103	94	13	54
107	55	61	131	50	94	88	91
284	1169	1205	902	583	878	832	400
291	82	54	169	137	75	78	84
213	162	599	994	294	220	1501	2046
211	532	105	100	423	101	264	152
577	252	315	207	223	331	129	311
83	81	40	130	16	8	7	6
256	534	317	352	777	883	511	387
21	23	18	13	12	24	22	19
3057	3021	5168	5362	4446	5271	6131	5974
21	28	9	6	15	10	17	5
2638	2535	1150	4611	2312	1850	4063	2373
118	211	279	92	257	250	85	108
62	31	28	51	61	48	25	1
116	143	77	81	46	170	88	95
268	164	183	200	182	257	161	281
2479	2413	1667	5588	1076	976	2632	1221
272	325	598	546	614	565	461	313
38	88	26	33	86	34	72	111
35	73	53	10	47	67	22	36
67	437	118	91	88	320	99	273
22092	10474	20840	11658	16108	24756	11758	18046
2319	3420	5263	6753	3055	2771	2386	4060
396	557	32	192	1345	2327	2818	2992
52	155	140	189	35	87	258	89
202	329	310	634	164	298	155	371
4094	3833	1096	1634	1577	2996	2161	1320
245	212	88	206	145	383	145	333
1447	1445	1340	684	429	685	558	980
8	16	13	21	6	1	12	8
198	562	1071	975	460	794	764	964
106	154	89	93	75	99	53	76
101	16	13	28	20	8	14	10
2361	2327	2033	3659	1551	2760	4515	1914
3	4	2	9	10	0	0	0
6	6	9	3	6	1	6	4
726	263	382	532	125	426	368	433
351	198	408	197	331	176	201	56
16	27	26	13	31	14	49	34
24	3	4	9	9	7	7	9
354	651	812	2970	89	684	1616	2547
1492	1546	1586	1585	619	342	763	599
117	48	110	244	175	98	104	131
385	186	331	813	399	388	322	827
18149	9432	11267	16315	14097	16068	16909	17251
414	647	852	464	496	453	497	777
140	197	128	238	255	89	90	147
1254	2001	1080	769	728	189	421	946
35	67	85	65	21	98	61	71
822	1940	755	1265	1320	1320	1251	349
56	93	101	94	106	34	69	71
28	84	98	29	52	102	35	73
359	191	273	409	342	243	459	437
4	3	4	2	5	4	4	7
520	221	307	558	200	701	236	167
277	83	280	262	317	113	541	322
258	628	684	411	930	522	1166	568
29	26	26	37	65	13	27	47
58	85	118	81	22	7	29	17
459	2003	7859	34601	1507	5721	8900	9267
32	15	11	17	57	27	32	44
43	11	38	9	31	23	18	37
15	34	1	26	42	46	46	23
15	42	34	29	134	52	83	23
2506	2543	1842	2061	875	754	902	1388
454	549	379	331	525	1529	323	700
2474	2817	4448	2806	1084	2286	4789	499
106	163	104	43	18	47	77	41
1783	3127	1537	1809	3858	3515	2803	1675
80	58	107	130	570	505	421	303
2027	1097	982	989	1386	1967	1293	2879
26	15	19	7	15	8	7	13
699	1178	1981	692	1656	2022	2177	488
809	621	242	512	635	199	271	266
10	21	19	19	10	14	13	9
32	80	60	55	55	65	79	96
265	113	165	30	162	169	105	95
199	78	142	198	36	11	89	42
308	117	465	239	551	549	1524	1929
432	321	467	368	514	1754	586	843
381	6399	27340	44649	1619	3346	22930	56759
2343	627	1667	936	1667	827	2499	1928
9	18	5	22	10	24	20	22
83	144	108	221	6	9	17	25
113	230	261	75	40	113	129	78
246	736	976	541	789	325	476	454
588	886	375	428	415	159	583	531
29	37	29	14	47	49	30	29
172	86	78	62	18	30	104	68
506	532	385	659	1222	970	1039	1363
206	82	78	79	65	35	45	56
442	535	230	248	526	324	359	227
80	176	56	90	39	100	80	163
19	26	93	136	6	29	90	318
9298	38456	74909	103957	15293	12104	126224	216680
45	10	30	16	23	40	25	13
139	158	173	202	101	134	158	143
80	241	139	131	122	157	87	237
145	120	197	232	265	520	118	193
40	189	471	1096	139	270	300	2129
24	22	17	20	19	17	9	21
4	1	1	2	0	1	1	1
201	147	82	235	48	370	173	89
30	54	16	18	13	41	14	8
940	481	252	514	567	1009	1872	2434
29	12	9	17	11	2	2	4
230	1227	136	765	429	631	681	1000
101	75	89	123	73	48	169	45
1273	515	394	598	577	481	289	412
97	66	258	69	114	105	211	158
58	163	210	114	127	137	100	151
799	235	380	232	341	705	591	757
399	407	890	694	442	1396	158	619
1811	1017	1760	3536	3376	2035	2705	1769
4818	1340	1073	1434	1181	592	1285	624
484	640	484	620	613	654	362	326
413	440	211	399	70	43	86	36
12	11	15	3	33	15	16	22
457	317	289	409	284	150	222	126
0	17	4	6	19	13	17	0
1087	984	341	624	498	729	577	1045
669	381	228	1501	264	261	499	206
75	72	259	520	452	363	2227	4289
108	256	246	303	108	201	207	138
964	589	472	588	353	387	1379	550
725	1099	1051	1203	578	2893	1158	1214
3110	1515	1004	2067	289	388	244	270
24	26	32	22	54	18	12	15
29	81	27	46	38	21	57	55
194	316	217	185	170	67	137	51
342	582	4247	6861	84	749	440	6547
728	731	761	1463	1258	753	900	1671
466	352	418	106	1193	585	232	720
34	83	34	24	32	32	54	21
231	338	248	374	336	112	90	219
1824	1287	2641	2131	3540	841	1285	1252
211	332	272	265	400	178	383	157
8	2	4	8	11	13	30	9
4544	3555	1901	2608	7159	2314	7528	951
600	570	1006	697	835	2135	2406	1584
105	83	34	91	26	46	68	44
4999	29689	40932	214103	5575	8717	13847	106987
88	138	31	30	116	113	295	87
45	17	33	14	18	13	21	9
1089	1867	10898	47595	269	1983	3555	18337
126	290	141	306	222	102	172	149
1918	4813	7220	40451	1695	4651	2513	24556
12	27	24	31	25	6	13	25
414	68	121	642	138	134	168	167
2	11	9	17	7	19	3	19
310	529	585	730	549	385	482	306
113	131	95	221	140	91	152	44
587	512	439	533	37	110	158	203
0	19	0	7	5	4	17	0
31	16	16	36	16	40	15	23
29	45	40	84	56	151	41	67
55	19	70	52	103	174	118	142
26	5	6	10	23	26	25	9
42	76	49	55	60	46	7	68
35	55	131	148	61	51	92	149
83	87	116	78	53	55	61	70
79	150	105	106	39	55	15	23
5	4	2	6	9	16	16	9
780	842	194	598	1395	1412	1544	1331
275	973	1654	674	756	837	995	1066
125	393	236	311	154	199	330	440
56	53	80	90	45	64	90	130
