Fib2424hr5R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib2724hr10R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib3424hr15R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib4124hr20R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib24bsl1R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib27bsl6R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib34bsl11R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib41bsl16R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam
ENSG00000189056	0	0	2	1	0	0	0	0
ENSG00000164815	294	437	499	276	333	452	115	187
ENSG00000187416	0	0	0	0	0	0	0	0
ENSG00000005483	112	190	203	166	215	235	52	118
ENSG00000135250	532	953	1072	623	849	1019	326	476
ENSG00000091127	131	190	257	143	171	207	64	85
ENSG00000135249	442	584	940	562	385	519	157	246
ENSG00000185055	0	0	0	2	0	2	0	0
ENSG00000146776	46	59	83	37	47	72	24	41
ENSG00000128536	0	0	0	0	0	0	0	0
ENSG00000008282	1308	1587	2712	1815	1374	1962	743	1320
ENSG00000105835	88	99	148	117	100	117	56	91
ENSG00000253276	59	94	140	97	92	70	34	86
ENSG00000105851	0	0	1	0	0	0	0	0
ENSG00000005249	5	1	1	0	2	0	3	5
ENSG00000105856	1419	2117	2474	1894	1731	2033	677	1076
ENSG00000164597	718	940	1560	875	750	1024	311	525
ENSG00000172209	0	0	0	0	0	0	0	0
ENSG00000105865	34	48	61	28	38	43	14	14
ENSG00000075790	724	818	1156	1124	668	781	264	611
ENSG00000091137	4	1	10	15	1	3	9	9
ENSG00000105879	234	319	370	221	237	367	97	141
ENSG00000091138	0	0	0	0	0	0	0	0
ENSG00000091140	1143	1436	2003	1102	1256	1592	447	799
ENSG00000091136	6956	8475	13367	9918	13075	12681	3936	8341
ENSG00000091128	1	2	2	2	4	1	2	4
ENSG00000091129	32	57	182	68	60	55	43	39
ENSG00000135241	427	480	718	423	456	619	180	284
ENSG00000177683	166	239	305	138	153	193	70	64
ENSG00000128590	1245	2482	3198	1809	1404	1979	486	958
ENSG00000184903	50	54	65	72	61	124	20	49
ENSG00000173114	39	3	220	304	10	3	8	31
ENSG00000128512	23	26	43	22	58	78	34	37
ENSG00000198839	245	325	428	168	298	414	84	115
ENSG00000006652	278	438	456	215	325	448	88	108
ENSG00000181016	0	2	0	0	0	2	0	1
ENSG00000146802	223	295	401	300	333	365	124	242
ENSG00000164603	329	262	465	251	377	355	111	163
ENSG00000164604	0	0	1	0	0	0	0	0
ENSG00000214194	69	81	135	85	64	94	22	76
ENSG00000154415	0	0	0	0	0	0	0	0
ENSG00000128573	0	4	22	12	0	3	5	13
ENSG00000135272	175	274	352	136	141	194	63	58
ENSG00000105967	227	23	53	53	158	32	15	19
ENSG00000135269	2549	5346	6219	4667	2802	4228	1156	2998
ENSG00000281656	0	0	0	0	0	0	0	0
ENSG00000105971	811	1240	1935	1242	1354	1209	581	784
ENSG00000105974	1976	2627	3802	2872	8292	5170	2771	3886
ENSG00000105976	665	1175	1531	612	777	1340	312	330
ENSG00000198898	1646	2322	3269	2227	1794	2718	668	1322
ENSG00000004866	365	433	801	495	459	465	218	404
ENSG00000105989	9	4	29	4	4	0	2	0
ENSG00000154438	0	0	0	0	0	0	0	0
ENSG00000001626	0	1	0	0	0	0	0	0
ENSG00000077063	2	1	11	3	0	6	4	4
ENSG00000128534	274	627	779	322	331	483	120	179
ENSG00000106013	0	2	1	0	1	2	0	3
ENSG00000184408	0	0	0	1	0	0	1	6
ENSG00000106025	15	34	37	17	4	12	4	7
ENSG00000071243	106	149	218	133	113	140	53	94
ENSG00000106034	35	35	23	45	167	125	16	200
ENSG00000002745	0	0	0	0	0	0	0	0
ENSG00000196937	1	1	5	3	2	3	0	0
ENSG00000106278	18	26	404	84	88	89	244	199
ENSG00000008311	92	91	132	100	152	198	49	142
ENSG00000128610	0	0	0	0	0	0	0	0
ENSG00000081803	36	71	114	82	10	49	15	15
ENSG00000188050	0	0	0	0	0	0	0	0
ENSG00000235631	0	0	1	0	0	0	0	1
ENSG00000128519	0	0	0	0	0	0	0	0
ENSG00000081800	0	0	0	0	0	0	0	0
ENSG00000164675	8	5	10	7	8	10	4	2
ENSG00000128609	198	274	408	170	191	277	80	111
ENSG00000146809	0	0	0	0	0	1	0	0
ENSG00000170807	0	0	0	0	0	0	0	0
ENSG00000106299	326	457	622	347	485	558	147	213
ENSG00000106302	0	0	0	0	0	0	0	0
ENSG00000106304	0	0	0	0	0	0	0	0
ENSG00000234224	0	0	0	0	0	0	0	0
ENSG00000170775	0	0	1	0	1	3	2	2
ENSG00000275356	0	0	0	0	0	0	0	0
ENSG00000128513	74	110	136	82	103	146	55	60
ENSG00000179603	0	0	0	1	0	0	0	0
ENSG00000048405	410	428	660	329	432	570	163	208
ENSG00000179562	308	411	505	236	363	400	119	182
ENSG00000004059	676	844	1344	773	1098	1030	421	763
ENSG00000106328	0	0	0	0	1	0	0	0
ENSG00000106331	0	0	0	0	0	0	0	0
ENSG00000197157	3591	4912	7608	5370	5837	5395	1857	3942
ENSG00000128594	1	0	0	0	0	0	0	0
ENSG00000174697	5	4	17	10	38	7	22	38
ENSG00000106344	343	417	546	315	375	437	127	225
ENSG00000224940	0	0	0	0	0	0	0	0
ENSG00000106348	88	40	155	170	137	58	46	167
ENSG00000279916	0	0	0	0	0	0	0	0
ENSG00000135245	63	70	82	64	100	93	29	45
ENSG00000165055	67	107	119	77	137	99	13	55
ENSG00000205085	0	0	2	0	0	0	0	0
ENSG00000283368	0	0	2	0	0	0	0	0
ENSG00000135248	2	0	1	0	0	0	0	0
ENSG00000128595	20121	31385	41699	29536	23737	28309	8901	18880
ENSG00000128617	0	0	0	1	0	0	2	0
ENSG00000128596	35	41	76	25	127	76	46	73
ENSG00000128591	4251	5663	10451	7741	13869	10067	3362	14222
ENSG00000135253	0	0	0	0	0	0	0	0
ENSG00000128524	751	1728	1519	1251	1247	1094	389	937
ENSG00000272899	0	0	1	0	0	0	0	0
ENSG00000128604	0	2	4	7	7	3	3	2
ENSG00000064419	638	965	1206	1244	852	915	284	620
ENSG00000230626	2	5	2	2	4	0	3	1
ENSG00000158457	4	9	18	13	3	15	4	5
ENSG00000128602	20	30	33	37	61	41	25	44
ENSG00000158467	176	245	323	202	273	286	72	204
ENSG00000128578	11	6	21	38	17	34	10	69
ENSG00000240204	0	0	0	1	1	0	0	0
ENSG00000106459	96	154	212	105	160	142	44	74
ENSG00000186591	841	2148	2031	1056	1984	1811	583	1006
ENSG00000091732	219	329	392	244	269	359	124	205
ENSG00000128607	317	499	636	322	399	546	185	224
ENSG00000146842	383	674	866	429	466	648	254	249
ENSG00000165120	1	0	0	0	0	0	0	0
ENSG00000158516	0	0	0	0	0	2	0	0
ENSG00000128510	2075	6605	3379	5309	11840	17515	4615	10144
ENSG00000158525	0	2	0	0	1	0	1	1
ENSG00000091704	0	0	12	0	1	1	1	0
ENSG00000106477	180	204	416	262	200	237	95	153
ENSG00000106484	504	1122	1674	1546	1480	1450	820	1738
ENSG00000158623	310	764	398	778	481	825	104	574
ENSG00000213265	0	0	0	0	0	0	0	0
ENSG00000266265	0	1	0	0	0	0	1	0
ENSG00000128585	418	683	849	538	651	745	215	339
ENSG00000128567	7	11	19	12	20	12	6	13
ENSG00000221866	23	8	42	17	14	10	9	2
ENSG00000106554	237	330	383	179	276	346	76	175
ENSG00000131558	947	1356	1515	1093	1283	1538	508	1028
ENSG00000155530	0	0	4	3	3	2	2	0
ENSG00000205060	96	146	177	155	139	125	58	99
ENSG00000085662	599	881	1374	2574	1016	735	371	3798
ENSG00000198074	2	17	10	13	24	12	6	9
ENSG00000227471	0	2	0	0	3	1	0	0
ENSG00000172331	619	1007	820	620	1266	1482	245	726
ENSG00000122786	37511	44388	71207	45023	55108	37118	14839	30489
ENSG00000146856	2	3	12	3	5	9	4	6
ENSG00000122783	78	172	202	125	150	120	54	81
ENSG00000146859	3	3	41	4	11	8	22	6
ENSG00000105875	81	139	150	79	75	89	27	63
ENSG00000146857	0	1	0	0	0	0	0	0
ENSG00000080802	378	433	497	330	396	549	163	266
ENSG00000155561	548	702	975	560	681	788	280	436
ENSG00000243317	234	319	347	308	280	307	82	161
ENSG00000164707	0	0	1	0	0	0	0	0
ENSG00000189320	8	21	19	11	25	25	12	16
ENSG00000105887	3140	4265	5402	3957	3734	4367	1559	2355
ENSG00000267697	0	0	1	2	0	0	0	0
ENSG00000181072	0	0	0	0	0	0	0	0
ENSG00000105894	14	2	20	10	17	8	14	13
ENSG00000157680	82	81	166	84	97	105	26	39
ENSG00000279483	0	0	0	0	0	0	0	0
ENSG00000182158	1851	2863	3060	2775	1247	2193	349	873
ENSG00000122787	1	0	7	0	0	1	0	0
ENSG00000122779	1060	862	645	490	941	855	204	265
ENSG00000157703	0	0	1	1	0	0	0	0
ENSG00000105929	13	32	6	25	33	29	3	28
ENSG00000214128	0	0	0	0	0	0	0	0
ENSG00000122778	67	62	96	40	97	75	29	44
ENSG00000146858	209	267	316	128	230	255	71	98
ENSG00000105939	323	357	839	671	618	526	247	638
ENSG00000105948	73	156	176	88	88	108	32	54
ENSG00000157741	93	133	160	128	97	173	32	50
ENSG00000164898	106	133	214	101	110	120	56	78
ENSG00000146963	1093	1962	2407	1834	1678	1734	549	1136
ENSG00000269955	1173	2036	2545	1900	1726	1815	594	1175
ENSG00000188883	4	1	2	0	5	2	0	0
ENSG00000236279	0	0	0	0	1	2	0	0
ENSG00000064393	40	71	143	70	98	78	57	67
ENSG00000059377	0	1	3	0	0	0	0	0
ENSG00000059378	41	69	115	43	63	74	36	45
ENSG00000006459	61	116	226	54	63	57	21	19
ENSG00000157800	307	311	425	361	302	304	121	309
ENSG00000146955	0	0	0	0	0	0	0	0
ENSG00000133606	193	376	423	219	306	295	119	205
ENSG00000146966	0	0	2	3	7	1	9	1
ENSG00000133597	21	18	61	27	86	35	19	26
ENSG00000090266	1232	2036	2326	1813	1718	1532	577	1175
ENSG00000157764	128	196	213	167	158	192	44	95
ENSG00000090263	342	527	748	499	423	570	180	289
ENSG00000261115	69	66	78	91	228	91	61	185
ENSG00000006530	190	297	393	216	237	261	90	128
ENSG00000257093	37	70	91	63	45	46	8	26
ENSG00000214102	0	0	0	0	0	0	0	0
ENSG00000106028	1245	2577	3289	1946	2112	1927	586	1289
ENSG00000127362	0	0	0	0	0	0	0	0
ENSG00000127364	0	0	0	0	0	0	0	0
ENSG00000127366	0	0	0	0	1	0	0	0
ENSG00000165076	0	0	0	0	0	0	0	0
ENSG00000257335	4	0	16	12	8	0	3	19
ENSG00000258083	0	0	0	0	0	0	0	0
ENSG00000258227	0	0	0	0	0	0	0	0
ENSG00000257138	0	0	0	0	0	0	0	0
ENSG00000257743	0	0	0	0	0	0	0	0
ENSG00000258223	0	0	2	0	1	0	0	0
ENSG00000226660	0	0	0	0	0	0	0	0
ENSG00000237702	0	0	0	0	0	0	0	0
ENSG00000211710	0	0	0	0	0	0	0	0
ENSG00000211734	0	0	0	0	0	0	0	0
ENSG00000211706	0	0	0	0	0	0	0	0
ENSG00000211707	0	0	0	0	0	0	0	0
ENSG00000211745	0	0	0	0	0	0	0	0
ENSG00000283063	0	0	0	0	0	0	0	0
ENSG00000282939	0	0	0	0	0	0	0	0
ENSG00000211713	0	0	0	0	0	0	0	0
ENSG00000211714	0	0	0	0	0	0	0	0
ENSG00000211715	0	0	0	0	0	0	0	0
ENSG00000211716	0	0	0	0	0	0	0	0
ENSG00000211717	0	0	0	0	0	0	0	0
ENSG00000211720	0	0	0	0	0	0	0	0
ENSG00000229769	0	0	0	0	0	0	0	0
ENSG00000211721	0	0	0	0	0	0	0	0
ENSG00000253409	0	0	0	0	0	0	0	0
ENSG00000230099	0	0	0	0	0	0	0	0
ENSG00000211724	0	0	0	0	0	0	0	0
ENSG00000211725	0	0	0	0	0	0	0	0
ENSG00000253188	0	0	0	0	0	0	0	0
ENSG00000211727	0	0	0	0	0	0	0	0
ENSG00000211728	0	0	0	0	0	0	0	0
ENSG00000253534	0	0	0	0	0	0	0	0
ENSG00000253291	0	0	0	0	0	0	0	0
ENSG00000211731	0	0	0	0	0	0	0	0
ENSG00000278030	0	0	0	0	0	0	0	0
ENSG00000276405	0	0	0	0	0	0	0	0
ENSG00000275791	0	0	0	0	0	0	0	0
ENSG00000276597	0	0	0	0	0	0	0	0
ENSG00000274752	0	0	0	0	0	0	0	0
ENSG00000276953	0	2	4	0	1	0	0	6
ENSG00000275158	0	0	0	0	0	0	0	0
ENSG00000275743	0	0	2	0	0	0	0	0
ENSG00000276819	0	0	0	0	0	0	0	0
ENSG00000275243	0	0	0	0	0	0	0	0
ENSG00000277880	0	0	0	0	0	0	0	0
ENSG00000276557	0	0	0	0	0	0	0	0
ENSG00000211746	0	0	0	0	0	0	0	0
ENSG00000211747	0	0	1	0	0	0	0	0
ENSG00000211749	0	0	0	0	0	0	0	0
ENSG00000211750	0	0	0	0	0	0	0	0
ENSG00000270672	0	0	1	0	0	0	0	0
ENSG00000282499	0	0	0	0	0	0	0	0
ENSG00000211772	0	0	0	0	0	0	0	0
ENSG00000211752	0	0	0	0	0	0	0	0
ENSG00000211753	0	0	0	0	0	0	0	0
ENSG00000232869	0	0	0	0	0	0	0	0
ENSG00000204983	0	0	0	0	0	0	0	0
ENSG00000275896	0	0	0	0	0	0	0	0
ENSG00000282431	0	0	0	0	0	0	0	0
ENSG00000282320	0	0	0	0	0	0	0	0
ENSG00000282420	0	0	0	0	0	0	0	0
ENSG00000282133	0	0	0	0	0	0	0	0
ENSG00000281958	0	0	0	0	0	0	0	0
ENSG00000282173	0	0	0	0	0	0	0	0
ENSG00000282780	0	0	0	0	0	0	0	0
ENSG00000211751	0	0	1	0	0	0	0	0
ENSG00000211764	0	0	0	0	0	0	0	0
ENSG00000211765	0	0	0	0	0	0	0	0
ENSG00000211766	0	0	0	0	0	0	0	0
ENSG00000211767	0	0	0	0	0	0	0	0
ENSG00000211768	0	0	0	0	0	0	0	0
ENSG00000211769	0	0	0	0	0	0	0	0
ENSG00000211770	0	0	0	0	0	0	0	0
ENSG00000211771	0	0	0	0	0	0	0	0
ENSG00000237254	0	0	0	0	0	0	0	0
ENSG00000106123	7	21	23	9	92	68	32	21
ENSG00000165125	0	0	0	0	0	0	0	0
ENSG00000127412	0	0	0	0	0	0	0	0
ENSG00000165131	0	0	0	0	0	0	0	0
ENSG00000197993	0	0	2	1	0	0	0	1
ENSG00000179468	0	0	0	0	0	0	0	0
ENSG00000225781	0	0	0	0	0	0	0	0
ENSG00000159763	0	0	0	1	1	0	0	2
ENSG00000236398	0	0	0	0	0	0	0	0
ENSG00000221937	0	0	0	0	0	0	0	0
ENSG00000197448	544	898	1067	772	715	806	293	609
ENSG00000178826	0	1	0	0	0	2	0	0
ENSG00000106144	140	209	269	125	191	190	83	109
ENSG00000188037	0	0	0	0	0	0	0	0
ENSG00000159784	5	6	4	12	8	12	3	9
ENSG00000159840	4439	4521	8252	6201	6740	4693	2232	5610
ENSG00000146904	0	0	0	0	0	0	0	0
ENSG00000185899	0	0	0	0	0	0	0	0
ENSG00000221855	0	0	0	0	0	0	0	0
ENSG00000176510	0	0	0	0	0	0	0	0
ENSG00000271079	0	0	0	0	0	0	0	0
ENSG00000170379	1	2	4	0	7	3	4	4
ENSG00000283528	0	0	2	0	1	5	0	2
ENSG00000271321	0	0	0	0	0	0	0	0
ENSG00000198420	868	1143	1136	724	1082	1142	292	499
ENSG00000221910	0	0	0	0	3	0	0	1
ENSG00000213215	2	0	0	0	0	0	0	0
ENSG00000221813	0	0	0	0	0	0	0	0
ENSG00000221836	0	0	0	0	0	0	0	0
ENSG00000221933	0	0	0	0	0	0	0	0
ENSG00000221858	0	0	0	0	0	0	0	0
ENSG00000221989	0	0	0	0	0	0	0	0
ENSG00000221938	0	0	0	0	0	0	0	0
ENSG00000225932	0	0	0	0	0	0	0	0
ENSG00000213214	14	0	4	1	6	1	2	0
ENSG00000212807	0	0	0	0	0	0	0	0
ENSG00000243896	0	0	0	0	0	0	0	0
ENSG00000244693	0	0	0	0	0	0	0	0
ENSG00000221970	0	0	0	0	0	0	0	0
ENSG00000050327	9	12	16	14	44	27	3	13
ENSG00000106410	0	0	0	0	0	0	0	0
ENSG00000196511	30	34	35	22	35	44	15	18
ENSG00000174469	0	0	0	0	0	0	0	0
ENSG00000170279	0	0	0	0	0	0	0	0
ENSG00000055130	711	988	1281	694	915	964	268	486
ENSG00000106462	106	155	140	49	100	153	30	18
ENSG00000155660	3387	3986	6452	4501	3682	4181	1484	3212
ENSG00000197362	38	63	63	56	88	56	22	36
ENSG00000204947	71	89	132	61	113	113	47	47
ENSG00000197024	123	174	204	139	141	163	47	94
ENSG00000170265	260	314	390	268	385	305	90	229
ENSG00000170260	73	94	84	53	88	84	27	52
ENSG00000204946	32	35	66	30	36	18	12	24
ENSG00000196453	123	143	219	134	206	138	48	72
ENSG00000181220	112	139	181	127	170	148	36	104
ENSG00000133619	28	30	57	25	45	57	25	22
ENSG00000181444	1	0	2	1	2	7	0	0
ENSG00000197558	0	1	0	0	0	2	0	0
ENSG00000106479	29	46	52	35	56	36	18	33
ENSG00000171130	32	54	40	45	81	46	35	57
ENSG00000106526	3	3	7	9	6	5	0	6
ENSG00000127399	4	3	13	9	16	1	1	8
ENSG00000188707	0	0	0	0	1	0	0	1
ENSG00000106538	102	113	135	67	117	95	37	25
ENSG00000214022	59	98	81	61	104	92	28	60
ENSG00000196456	23	10	17	16	31	28	8	20
ENSG00000171115	0	0	0	1	0	0	1	1
ENSG00000179144	0	0	0	0	0	0	0	0
ENSG00000133574	0	0	0	0	0	0	0	0
ENSG00000133561	0	0	0	0	0	0	0	0
ENSG00000106560	0	0	1	0	1	0	1	1
ENSG00000213203	1	0	0	0	0	0	0	0
ENSG00000281887	0	0	0	0	0	0	0	1
ENSG00000196329	0	0	0	0	0	0	0	1
ENSG00000106565	2	1	2	1	0	1	0	1
ENSG00000002933	0	0	0	0	0	0	0	0
ENSG00000002726	0	0	0	0	0	0	0	0
ENSG00000055118	0	0	0	0	0	0	0	0
ENSG00000164867	0	4	3	4	1	3	0	1
ENSG00000181652	2	2	4	7	4	0	0	0
ENSG00000197150	363	355	550	350	439	327	124	335
ENSG00000213199	0	2	0	0	0	0	0	0
ENSG00000164885	370	602	632	555	525	524	186	322
ENSG00000164889	1144	1748	2349	1414	1515	1877	522	1103
ENSG00000164896	196	212	295	182	258	229	75	162
ENSG00000164897	106	81	137	100	131	104	38	121
ENSG00000133612	107	164	230	140	232	177	67	128
ENSG00000164900	0	0	0	0	0	0	0	0
ENSG00000146926	0	0	0	0	0	0	0	0
ENSG00000278685	0	0	0	0	0	0	0	0
ENSG00000033050	589	1005	1359	932	1084	1106	357	853
ENSG00000033100	737	788	1070	1352	1191	936	277	1299
ENSG00000082014	508	597	792	431	270	360	80	165
ENSG00000013374	882	1336	1753	1100	1192	1345	440	633
ENSG00000187260	0	1	0	0	0	0	0	0
ENSG00000127377	0	3	0	0	0	1	0	0
ENSG00000106615	154	226	339	242	286	323	120	147
ENSG00000106617	201	131	265	206	292	251	104	181
ENSG00000106648	0	0	0	0	0	0	0	0
ENSG00000178234	46	64	95	98	74	60	31	51
ENSG00000055609	246	378	472	302	399	411	133	261
ENSG00000196584	7	7	10	9	8	2	2	6
ENSG00000133627	2	20	13	5	24	22	8	6
ENSG00000130226	0	0	0	0	0	0	0	0
ENSG00000157212	59	89	96	71	75	85	29	43
ENSG00000157219	0	0	0	0	0	0	0	0
ENSG00000186480	158	330	936	324	576	782	368	461
ENSG00000204960	0	0	0	0	0	0	0	0
ENSG00000164778	0	0	0	0	0	0	0	0
ENSG00000146910	0	0	0	0	0	0	0	0
ENSG00000184863	176	286	364	175	297	296	78	151
ENSG00000164690	0	0	1	0	0	0	0	0
ENSG00000105982	3	2	9	7	5	4	1	2
ENSG00000105983	205	228	308	205	263	330	137	199
ENSG00000146909	154	144	267	225	253	187	82	189
ENSG00000130675	0	0	0	0	0	0	0	0
ENSG00000009335	465	725	986	593	705	915	239	469
ENSG00000105993	317	566	770	399	632	596	227	369
ENSG00000155093	0	1	5	11	0	0	0	8
ENSG00000146918	50	99	118	58	81	115	36	37
ENSG00000117868	601	1127	1287	737	862	1055	378	626
ENSG00000126870	106	171	190	139	148	188	74	105
ENSG00000106018	0	0	0	0	1	2	0	0
ENSG00000182378	17	33	15	24	49	41	13	32
ENSG00000178605	67	104	107	104	152	76	44	114
ENSG00000167393	51	43	104	55	104	57	32	63
ENSG00000185960	0	0	0	0	0	0	0	0
ENSG00000205755	0	0	0	0	0	0	0	1
ENSG00000198223	0	1	0	2	0	0	0	2
ENSG00000185291	0	0	2	1	0	0	0	1
ENSG00000169100	1037	823	2470	1097	2096	1025	737	1619
ENSG00000169093	158	206	390	272	332	225	117	304
ENSG00000182162	0	0	0	0	0	0	0	1
ENSG00000197976	79	116	220	176	195	73	43	123
ENSG00000196433	0	0	0	0	0	0	0	0
ENSG00000169084	197	222	453	288	338	164	94	246
ENSG00000214717	105	88	257	135	156	44	59	101
ENSG00000002586	4113	3588	7733	5627	5128	3565	2158	4160
ENSG00000124343	21	649	112	649	27	770	23	534
ENSG00000056998	35	81	54	67	61	85	28	63
ENSG00000006756	27	63	131	75	64	47	34	75
ENSG00000157399	17	52	51	36	41	40	15	30
ENSG00000205667	0	0	0	0	0	0	1	0
ENSG00000062096	0	0	0	0	0	0	0	0
ENSG00000101825	819	339	1377	504	163	111	52	85
ENSG00000183943	8	24	17	16	29	29	11	14
ENSG00000146938	0	0	0	0	0	0	0	0
ENSG00000169059	0	0	0	0	0	0	0	0
ENSG00000130021	48	112	104	91	104	134	37	54
ENSG00000101846	25	44	61	46	39	58	21	47
ENSG00000182583	0	0	0	0	0	0	0	0
ENSG00000006757	77	86	126	63	115	95	41	48
ENSG00000177504	0	0	0	0	0	0	0	0
ENSG00000205642	0	0	0	0	0	0	0	0
ENSG00000011201	1350	1771	2856	1424	1143	1324	406	641
ENSG00000183304	0	0	0	0	0	0	0	0
ENSG00000177138	0	0	0	0	0	0	0	0
ENSG00000101849	7	38	44	17	44	27	17	22
ENSG00000101850	1	0	0	2	0	0	0	1
ENSG00000146950	0	2	2	1	3	5	1	4
ENSG00000234469	0	0	0	0	0	0	0	0
ENSG00000047644	29	53	60	38	27	54	17	23
ENSG00000073464	67	107	54	30	114	131	19	40
ENSG00000101871	186	324	321	173	894	640	299	367
ENSG00000004961	440	660	642	476	696	811	224	479
ENSG00000047648	2	2	13	1	21	11	6	4
ENSG00000125363	0	0	0	0	0	0	0	0
ENSG00000005302	149	207	262	162	140	203	47	90
ENSG00000169933	6	0	14	1	35	2	12	21
ENSG00000101911	100	159	214	159	161	199	99	144
ENSG00000196664	0	0	0	2	0	0	0	1
ENSG00000101916	0	0	0	0	0	0	0	0
ENSG00000205542	22	30	43	41	18	27	14	19
ENSG00000187268	0	0	0	0	0	0	0	0
ENSG00000123594	0	0	0	0	0	0	0	0
ENSG00000198759	53	6	117	7	81	39	34	7
ENSG00000176896	22	36	29	20	33	41	5	17
ENSG00000123595	132	248	321	183	250	324	99	141
ENSG00000196459	52	82	101	60	66	75	29	31
ENSG00000046651	127	180	228	115	189	221	72	98
ENSG00000046653	0	0	0	0	0	0	0	0
ENSG00000046647	149	217	275	156	215	231	79	122
ENSG00000101958	0	0	0	0	0	0	0	0
ENSG00000181544	18	11	30	10	29	23	12	13
ENSG00000130150	388	539	842	379	432	592	173	233
ENSG00000102048	2	2	2	2	3	1	0	1
ENSG00000165192	0	0	0	0	0	0	0	0
ENSG00000165195	49	65	91	47	46	70	18	25
ENSG00000165197	0	0	0	0	0	0	0	0
ENSG00000087842	80	134	244	155	112	137	54	100
ENSG00000102010	0	0	7	3	5	2	0	1
ENSG00000130234	33	17	51	5	40	26	24	13
ENSG00000147003	2	20	7	3	1	2	0	0
ENSG00000169239	19	21	36	64	32	26	20	55
ENSG00000169249	19	51	42	44	35	43	7	12
ENSG00000182287	47	63	126	54	49	29	17	40
ENSG00000126010	2	1	1	0	2	0	0	0
ENSG00000182798	0	2	0	0	0	0	0	0
ENSG00000047230	72	154	112	95	134	163	44	73
ENSG00000169906	0	0	0	0	0	0	0	0
ENSG00000169895	714	1002	1210	842	802	1091	284	508
ENSG00000086712	175	226	226	103	152	256	47	83
ENSG00000102054	924	1361	1679	1003	1294	1546	493	775
ENSG00000169891	15	8	11	14	7	17	7	7
ENSG00000188158	74	106	152	117	124	141	40	47
ENSG00000047634	37	57	69	36	44	41	18	41
ENSG00000131831	0	0	3	0	0	0	0	0
ENSG00000177324	0	0	0	0	0	0	0	0
ENSG00000102098	15	23	34	14	14	23	15	18
ENSG00000008086	57	57	85	71	50	44	8	29
ENSG00000102104	0	0	0	0	0	0	0	0
ENSG00000086717	0	0	0	0	0	0	0	0
ENSG00000044446	90	93	115	85	124	121	21	96
ENSG00000173698	0	2	1	0	1	0	0	1
ENSG00000131828	685	1047	1390	940	860	888	332	621
ENSG00000180815	1	0	1	0	0	0	0	0
ENSG00000147010	185	273	580	325	264	299	118	190
ENSG00000173681	112	183	203	128	130	169	37	79
ENSG00000184368	0	3	5	1	3	0	0	1
ENSG00000173674	57	79	109	74	72	79	28	48
ENSG00000177189	388	454	559	380	680	730	203	392
ENSG00000149970	137	151	216	76	396	323	189	153
ENSG00000185915	0	0	0	1	0	0	0	0
ENSG00000091482	0	0	0	0	0	0	0	0
ENSG00000012174	335	416	634	376	432	564	166	316
ENSG00000230797	8	10	21	20	12	10	5	7
ENSG00000102172	130	156	323	207	251	222	94	172
ENSG00000102174	0	3	11	8	2	6	8	7
ENSG00000175809	0	0	0	0	0	0	0	0
ENSG00000184735	0	0	0	0	0	0	0	0
ENSG00000165186	0	1	1	0	0	2	0	0
ENSG00000123131	2932	3745	6681	4144	3367	3730	1428	2312
ENSG00000123130	55	1106	1412	896	78	1121	380	715
ENSG00000130066	829	2433	1023	1065	1471	2902	290	708
ENSG00000184831	90	115	138	77	106	129	39	66
ENSG00000165182	3	0	0	1	0	0	0	0
ENSG00000174010	97	139	233	118	114	141	49	69
ENSG00000130741	592	1018	1281	576	763	1148	247	458
ENSG00000005889	409	734	753	451	532	618	179	322
ENSG00000067992	47	52	201	55	165	112	101	89
ENSG00000102230	1	2	19	0	2	7	3	1
ENSG00000101868	74	139	185	103	130	172	36	79
ENSG00000004848	0	0	1	0	0	0	0	0
ENSG00000176774	0	0	0	0	0	0	0	0
ENSG00000232030	0	0	0	0	0	0	0	0
ENSG00000176746	0	0	0	0	0	0	0	0
ENSG00000188408	0	0	0	0	0	0	0	0
ENSG00000224960	0	0	0	0	0	0	0	0
ENSG00000189186	0	0	0	0	1	1	1	1
ENSG00000177689	0	0	0	0	0	0	0	0
ENSG00000226372	0	0	0	0	0	0	0	0
ENSG00000169306	0	0	0	0	0	0	0	0
ENSG00000099399	0	0	0	0	0	0	0	0
ENSG00000198798	0	0	0	0	0	0	0	0
ENSG00000120289	0	0	0	0	0	0	0	0
ENSG00000214107	0	0	0	0	0	0	0	0
ENSG00000169297	0	0	0	0	0	0	0	0
ENSG00000120280	0	0	0	0	0	0	0	0
ENSG00000198814	3	1	7	2	3	2	2	1
ENSG00000157625	60	45	53	69	40	41	14	33
ENSG00000132446	0	0	0	0	0	0	0	0
ENSG00000198947	471	826	1297	818	809	1695	436	531
ENSG00000185448	0	0	0	0	0	0	0	0
ENSG00000147027	365	377	866	588	875	521	464	855
ENSG00000189132	0	0	0	0	0	0	0	0
